type	chrom	TSS_start	start_position	end_position	ensembl_gene_id	external_gene_name	dev_geno	test_dev_geno	Dx_beta	Dx_se_beta	Dx_z	Dx_pval	Dx_qval	Dx_pval_BHcorr	Dx_Cochran_stat	Dx_Cochran_pval	Dx_model	tissue	Dx_pval_BHcorr_overall	loci_tissue_specific	loci	loci_complete	best_GWAS_signBH	best_GWAS_sign	best_GWAS_pval	CMC_z	CMC_pval	replicated
not_heritable	chr1	65468158	65437908	65468159	ENSG00000226891	RP11-182I10.3	0.288491818795568	0.237370323480545	-0.0276705025518481	0.00886601168904166	-3.12096391504296	0.00180260121226345	0.0281369716995983	0.0402660996009507	38.1612083066196	0.327714136823615	fixed	DLPC_CMC	0.0421001844158657	chr1:64.7-65.7Mb	chr1:64.7-65.7Mb	chr1:64736428-65668158	TRUE	FALSE	9.264e-05	1.29085137017148	0.19675522084984	FALSE
heritable	chr1	95582894	95582894	95663163	ENSG00000152078	TMEM56	0.117660747304713	0.0338474043915689	-0.0418045448677233	0.00892256823496438	-4.68525919520639	2.79605862093082e-06	0.000193788667395672	0.000277325998909862	33.7795787598504	0.526939192393956	fixed	DLPC_CMC	0.000279044571514903	chr1:95.4-95.8Mb	chr1:95.4-95.8Mb	chr1:95382894-95782894	TRUE	FALSE	3.951e-05	-1.79674685178882	0.072375817337524	TRUE
heritable	chr1	97187221	97187221	97289294	ENSG00000117569	PTBP2	0.103736151309114	0.0735607821824185	0.0286575911306941	0.00888294757417101	3.22613534431093	0.00125474007465447	0.0228584091932822	0.0327120839841171	36.5673924759119	0.39584732798554	fixed	DLPC_CMC	0.033299473156159	chr1:97-98.6Mb	chr1:97-98.6Mb	chr1:96987221-98634369	TRUE	TRUE	2.794e-17	1.81825152243089	0.0690256984831989	TRUE
not_heritable	chr1	98434369	98432561	98434370	ENSG00000259946	RP11-490G2.2	0.122983072237878	0.0281072468133391	0.0300291455666356	0.00898905283193854	3.34063511785586	0.000835869968934144	0.016962162061877	0.0242741157194524	37.6605021952278	0.348426765749914	fixed	DLPC_CMC	0.0251285164456954	chr1:97-98.6Mb	chr1:97-98.6Mb	chr1:96987221-98634369	TRUE	TRUE	2.794e-17	0.44578071441431	0.655755654002548	TRUE
heritable	chr1	108743470	108676658	108743471	ENSG00000085491	SLC25A24	0.474803155022659	0.452525847131595	0.0293780955252788	0.00895168655618116	3.2818503352302	0.00103128326809983	0.0201122867483691	0.0287821784824225	48.3911109287458	0.0655115929987282	fixed	DLPC_CMC	0.0291123350319748	chr1:108.5-108.9Mb	chr1:108.5-110.3Mb	chr1:108542548-110252359	TRUE	FALSE	6.403e-05	0.305821963631784	0.759740204608938	TRUE
not_heritable	chr1	108742548	108742548	108744113	ENSG00000260879	RP11-483I13.5	0.10341402028862	0.0340340811342027	0.0361667586163044	0.00895579798415948	4.03836248654494	5.38256323354242e-05	0.00216504325964197	0.00309833796130785	36.6034373028543	0.394239178354805	fixed	DLPC_CMC	0.00320399761790864	chr1:108.5-108.9Mb	chr1:108.5-110.3Mb	chr1:108542548-110252359	TRUE	FALSE	6.403e-05	-0.20416253230572	0.838226489541748	FALSE
heritable	chr1	113009163	113009163	113072787	ENSG00000134245	WNT2B	0.508004613453506	0.466608068846508	-0.0338870539449392	0.00897231722710659	-3.77684527722245	0.000158827327148774	0.00480213560234261	0.00687221327602782	38.6431303113027	0.308429151049098	fixed	DLPC_CMC	0.00717824650612118	chr1:112.8-113.4Mb	chr1:112.7-113.4Mb	chr1:112738803-113415763	TRUE	FALSE	1.033e-05	1.10174066430521	0.270574432875533	FALSE
not_heritable	chr1	113215763	113215763	113243368	ENSG00000155363	MOV10	0.0651935383110984	0.0196920773108186	-0.0292249964597645	0.00891676264663025	-3.27753441668754	0.00104717963572642	0.0202470020803413	0.028974966143898	38.4543775078538	0.315904450895272	fixed	DLPC_CMC	0.0294064691430037	chr1:112.8-113.4Mb	chr1:112.7-113.4Mb	chr1:112738803-113415763	TRUE	FALSE	1.033e-05	-0.101256031563083	0.919347218471974	TRUE
heritable	chr1	150266289	150266289	150281414	ENSG00000187145	MRPS21	0.0966410664316858	0.0441043033907286	0.0307471910572735	0.00892134226087967	3.44647589546035	0.000567949229696836	0.0126115413554225	0.0180480538474651	13.7310479735992	0.999522371632669	fixed	DLPC_CMC	0.0185148893062659	chr1:150.1-150.9Mb	chr1:149.6-151.3Mb	chr1:149614608-151319103	TRUE	TRUE	9.337e-10	-0.774539238155135	0.438611973628764	FALSE
heritable	chr1	150738432	150702672	150738433	ENSG00000163131	CTSS	0.178453592675553	0.107172783416549	0.0330097383096532	0.00904710121089025	3.6486535897176	0.000263618282186752	0.00707503394732707	0.0101248998877603	48.1821804742407	0.0681248016362792	fixed	DLPC_CMC	0.0105628304531128	chr1:150.1-150.9Mb	chr1:149.6-151.3Mb	chr1:149614608-151319103	TRUE	TRUE	9.337e-10	0.273791153110371	0.784245122734218	TRUE
heritable	chr1	154842755	154669931	154842756	ENSG00000143603	KCNN3	0.132417337540761	0.0739814955529191	-0.0280402360416056	0.00889294178543352	-3.15308890108052	0.00161552598730295	0.026439195938291	0.0378364561896144	45.6356810953307	0.107618667290805	fixed	DLPC_CMC	0.0391429699053566	chr1:154.6-155Mb	chr1:153.4-155.2Mb	chr1:153431130-155223042	TRUE	FALSE	3.178e-06	0.279122169033914	0.780151070541339	FALSE
not_heritable	chr1	173572232	173469603	173572233	ENSG00000162753	SLC9C2	0.41193322660132	0.382984619152509	-0.0309410223517003	0.00902623961411908	-3.42789729438398	0.000608275536978803	0.0131744494775278	0.0188536172447228	41.3084638781754	0.214296188000486	fixed	DLPC_CMC	0.0195098746305053	chr1:173.4-174Mb	chr1:173.3-174.1Mb	chr1:173324390-174086515	TRUE	FALSE	1.564e-05	-2.10370496799776	0.0354041908363496	TRUE
heritable	chr1	173793641	173793641	173827684	ENSG00000117593	DARS2	0.202380756708996	0.140323071250949	0.0334999022066742	0.00894423424028782	3.74541870289794	0.000180093161133902	0.00530011407737614	0.00758485751823374	41.99853004599	0.19352157589659	fixed	DLPC_CMC	0.00795320805174572	chr1:173.4-174Mb	chr1:173.3-174.1Mb	chr1:173324390-174086515	TRUE	FALSE	1.564e-05	2.20406845284454	0.0275195303661798	TRUE
heritable	chr1	193075243	193065598	193075244	ENSG00000023572	GLRX2	0.109833793085853	0.0473069431147428	0.0287824257701593	0.00894353161063459	3.21823939616142	0.00128980117664222	0.0232422528027509	0.0332613927432496	41.027863641223	0.223170273375346	fixed	DLPC_CMC	0.0340137548017064	chr1:192.9-193.3Mb	chr1:192.9-193.3Mb	chr1:192875243-193275243	TRUE	FALSE	0.0002222	-0.249184631912475	0.803217966521119	FALSE
heritable	chr1	201857808	201857808	201861434	ENSG00000198892	SHISA4	0.362130691280193	0.266193559475845	0.0289233149423776	0.00896484627003293	3.22630350495362	0.00125400303788732	0.0228584091932822	0.0327120839841171	24.7941140503407	0.900067166486838	fixed	DLPC_CMC	0.033299473156159	chr1:201.7-202.1Mb	chr1:201.7-202.1Mb	chr1:201657808-202057808	TRUE	FALSE	4.774e-05	1.13565070361817	0.256102779549365	TRUE
heritable	chr1	205053644	205052258	205053645	ENSG00000174529	TMEM81	0.0516983672303133	0.0317590848649895	0.0404761614663621	0.00887084742821163	4.56282917657193	5.04688767613619e-06	0.000307246808184312	0.000439693038487162	43.5076387317983	0.153207511566779	fixed	DLPC_CMC	0.000457732251870109	chr1:204.9-205.3Mb	chr1:204.9-205.4Mb	chr1:204853644-205380726	TRUE	FALSE	8.691e-07	1.37474823711533	0.16920951088353	TRUE
heritable	chr1	205091142	205055270	205091143	ENSG00000117222	RBBP5	0.113067320460627	0.0600568029347844	0.0357468696720245	0.00887589468693967	4.02741029866249	5.63945717359944e-05	0.00222857837548879	0.00318926143843821	29.2797197002547	0.7402248090741	fixed	DLPC_CMC	0.0033056084559487	chr1:204.9-205.3Mb	chr1:204.9-205.4Mb	chr1:204853644-205380726	TRUE	FALSE	8.691e-07	0.603676009897631	0.546059066874797	TRUE
not_heritable	chr1	208084746	208057594	208084747	ENSG00000174059	CD34	0.0203869585396787	0.002899148537475	-0.0298898900616885	0.00886149332034403	-3.37300824829016	0.00074351725299762	0.0151563364488163	0.021689844932469	39.0398636278341	0.293052315859857	fixed	DLPC_CMC	0.0228642201305545	chr1:207.9-208.3Mb	chr1:207.7-208.3Mb	chr1:207725402-208284746	TRUE	FALSE	1.609e-07	-0.704173175593875	0.481324933920406	TRUE
not_heritable	chr1	214160972	213991094	214160973	ENSG00000230461	PROX1-AS1	0.0725684081790042	0.0460745742449963	-0.0311602989028618	0.00890024266200106	-3.50106172227173	0.000463408503923626	0.0110458122105688	0.0158073789671726	27.6453605396595	0.80735966822142	fixed	DLPC_CMC	0.0161148506429193	chr1:214-214.4Mb	chr1:214-214.4Mb	chr1:213960972-214360972	TRUE	FALSE	9.689e-07	-1.01533456648932	0.30994637246945	TRUE
heritable	chr1	243419320	243419320	243663394	ENSG00000054282	SDCCAG8	0.0374033775186989	0.0125893118096509	0.0450418604603208	0.00900385488577562	5.00250848461345	5.65890906379852e-07	4.81008007172479e-05	6.88358240269982e-05	22.590250521303	0.947886266717724	fixed	DLPC_CMC	6.72208286401482e-05	chr1:243.2-243.6Mb	chr1:243.2-243.6Mb	chr1:243219320-243619320	TRUE	TRUE	4.404e-09	-1.08416883376389	0.278289947522043	FALSE
heritable	chr2	27070615	27070615	27173219	ENSG00000157851	DPYSL5	0.323685025477701	0.29411203848131	0.0323180403384324	0.00894127433107046	3.61447810924768	0.000300953241919215	0.00770338881528555	0.0110241224468931	44.0956649610247	0.139341641668745	fixed	DLPC_CMC	0.0116083200180506	chr2:26.9-28.1Mb	chr2:26.9-28.1Mb	chr2:26870615-28086675	TRUE	FALSE	1.014e-07	-0.628811232830257	0.529472645252222	FALSE
heritable	chr2	27193480	27193480	27250064	ENSG00000084764	MAPRE3	0.0909504775510543	0.066172312154145	-0.0396840157189781	0.00896268095780488	-4.42769478304597	9.52455485563082e-06	0.000516966088507954	0.0007398169295693	44.9481746795252	0.120985098213537	fixed	DLPC_CMC	0.00079408757656604	chr2:26.9-28.1Mb	chr2:26.9-28.1Mb	chr2:26870615-28086675	TRUE	FALSE	1.014e-07	-0.703201412891724	0.481930238860656	TRUE
heritable	chr2	27341994	27321757	27341995	ENSG00000138028	CGREF1	0.204694039013435	0.0558357846017811	-0.0314902514683584	0.00896127234647298	-3.5140379904593	0.000441349686766531	0.0106896956144842	0.0152977496267948	30.660620507101	0.677653790514177	fixed	DLPC_CMC	0.0155696106319767	chr2:26.9-28.1Mb	chr2:26.9-28.1Mb	chr2:26870615-28086675	TRUE	FALSE	1.014e-07	-0.456372348852648	0.648122246097511	TRUE
not_heritable	chr2	27434895	27434895	27440046	ENSG00000138085	ATRAID	0.05667504105014	0.0194788049894167	0.0269953362102973	0.00888133304719677	3.03955904669265	0.00236924754422446	0.0348806422714552	0.0499167938484153	38.451308632432	0.316026826231616	fixed	DLPC_CMC	0.0508431811129095	chr2:26.9-28.1Mb	chr2:26.9-28.1Mb	chr2:26870615-28086675	TRUE	FALSE	1.014e-07	1.35296714406011	0.176066127058224	TRUE
not_heritable	chr2	27593389	27593389	27599995	ENSG00000115234	SNX17	0.0460480465665422	0.0258876631631148	0.0332548956805561	0.00893794723549538	3.7206413065956	0.000198717515037851	0.00566597326861074	0.00810842923701916	48.3522580055115	0.0659910230624966	fixed	DLPC_CMC	0.00863231457719443	chr2:26.9-28.1Mb	chr2:26.9-28.1Mb	chr2:26870615-28086675	TRUE	FALSE	1.014e-07	1.07132784238404	0.284022045039413	TRUE
heritable	chr2	27632553	27604061	27632554	ENSG00000115241	PPM1G	0.0740168361824893	0.0177390105459961	0.0423770602634908	0.00891088794826282	4.75564955025074	1.97809361005739e-06	0.000146087301026126	0.000209061795148196	41.4106571837569	0.211125637997297	fixed	DLPC_CMC	0.00020743711349844	chr2:26.9-28.1Mb	chr2:26.9-28.1Mb	chr2:26870615-28086675	TRUE	FALSE	1.014e-07	1.23805242893278	0.215696621215692	TRUE
heritable	chr2	27712655	27667238	27712656	ENSG00000138002	IFT172	0.0611537484371398	0.0366606597545451	0.0303460328854453	0.00890298551294286	3.40852322418466	0.00065315525199943	0.0136225412832116	0.0194948699520386	49.2254105878459	0.0559076459615854	fixed	DLPC_CMC	0.0205563961256468	chr2:26.9-28.1Mb	chr2:26.9-28.1Mb	chr2:26870615-28086675	TRUE	FALSE	1.014e-07	0.542247471903792	0.587648036343437	TRUE
not_heritable	chr2	27851114	27851114	27874375	ENSG00000198522	GPN1	0.0410466971747818	0.00177862968311514	-0.0372583882141535	0.0090138248609217	-4.13347150505248	3.57324615421094e-05	0.00160974985809121	0.00230367179561979	33.3557666785584	0.547594073052036	fixed	DLPC_CMC	0.00238707791194543	chr2:26.9-28.1Mb	chr2:26.9-28.1Mb	chr2:26870615-28086675	TRUE	FALSE	1.014e-07	-2.11016176588036	0.0348444245755279	TRUE
heritable	chr2	27886338	27886338	27917840	ENSG00000163798	SLC4A1AP	0.122016972878317	0.0710383206426105	0.0283804143648933	0.00895272486847201	3.17003088800797	0.0015242273377925	0.0257982158677642	0.0369191660264223	39.338445738248	0.281785508237057	fixed	DLPC_CMC	0.0378183060169847	chr2:26.9-28.1Mb	chr2:26.9-28.1Mb	chr2:26870615-28086675	TRUE	FALSE	1.014e-07	0.837841395379242	0.402119786411642	TRUE
not_heritable	chr2	37458774	37458774	37480546	ENSG00000003509	NDUFAF7	0.0634864838456362	0.0223353831127392	-0.029838569248021	0.00894321653976583	-3.33644714016981	0.000848565637414679	0.0170332033023119	0.024375781019246	42.756801279023	0.172398943187022	fixed	DLPC_CMC	0.0253591621649159	chr2:37.3-37.8Mb	chr2:37.2-37.8Mb	chr2:37236018-37771717	TRUE	FALSE	2.631e-06	0.499769271455269	0.617237549863097	FALSE
heritable	chr2	37571717	37571717	37600465	ENSG00000115828	QPCT	0.123896497399426	0.0764893373381669	0.0303246910415922	0.00888596626309492	3.41264980574328	0.000643345562354028	0.0135433467179071	0.0193815366378337	39.9877797237266	0.258212639333754	fixed	DLPC_CMC	0.0203430564981817	chr2:37.3-37.8Mb	chr2:37.2-37.8Mb	chr2:37236018-37771717	TRUE	FALSE	2.631e-06	-1.4329488597157	0.151872452687158	FALSE
not_heritable	chr2	54087169	53759810	54087170	ENSG00000115239	GPR75-ASB3	0.0466044207482737	0.0202343909493687	0.0443817923697106	0.00907164655436937	4.89236348701593	9.96322199465583e-07	7.73868686799457e-05	0.000110746365861286	30.089780901555	0.704042528418272	fixed	DLPC_CMC	0.000111913245886414	chr2:53.9-54.4Mb	chr2:53.9-54.4Mb	chr2:53887169-54397976	TRUE	FALSE	9.765e-06	1.46694419662197	0.142391236269146	TRUE
heritable	chr2	54197976	54091204	54197977	ENSG00000068878	PSME4	0.0571896238028399	0.0141551170833483	0.0372539151687679	0.00900020151104103	4.13923122977486	3.4847158649799e-05	0.00158572414313613	0.00226928921025509	25.1961095254762	0.889088941360471	fixed	DLPC_CMC	0.00233876705278126	chr2:53.9-54.4Mb	chr2:53.9-54.4Mb	chr2:53887169-54397976	TRUE	FALSE	9.765e-06	0.652429808236522	0.514123940134692	TRUE
heritable	chr2	58468506	58386378	58468507	ENSG00000115392	FANCL	0.0710275731124031	0.00372860263795143	-0.0372350416412058	0.0089351240951174	-4.16726631268086	3.08274275719869e-05	0.00142488089850082	0.00203911056211302	30.3677828424903	0.691272451637926	fixed	DLPC_CMC	0.00208988161767061	chr2:58.3-58.7Mb	chr2:58.3-58.7Mb	chr2:58268506-58668506	TRUE	TRUE	1.151e-10	0.536983869313548	0.591278756389916	FALSE
not_heritable	chr2	73143389	73143389	73162020	ENSG00000135638	EMX1	0.0507106883860848	0.00861385862051929	-0.0273552209656041	0.00887007539795931	-3.08398967746064	0.00204244682008855	0.031283816448189	0.0447694685287905	22.1697617949125	0.954742564778189	fixed	DLPC_CMC	0.0460718892411575	chr2:72.9-74.1Mb	chr2:72.9-74.1Mb	chr2:72943389-74072046	TRUE	FALSE	8.424e-08	-0.143609986287768	0.885808454488845	TRUE
heritable	chr2	73612886	73612886	73837920	ENSG00000116127	ALMS1	0.16930494794544	0.113954982989795	0.0357511406550055	0.00879650723970685	4.06424273643831	4.81886565161356e-05	0.00199171739610168	0.0028502957569354	46.2645546322071	0.0964561678511845	fixed	DLPC_CMC	0.00296873226142917	chr2:72.9-74.1Mb	chr2:72.9-74.1Mb	chr2:72943389-74072046	TRUE	FALSE	8.424e-08	0.25614213636056	0.797841086845017	TRUE
not_heritable	chr2	73683891	73683891	73686611	ENSG00000230002	ALMS1-IT1	0.0490946615002429	0.0299027055918345	0.0361014633909286	0.00888414554347207	4.06358306651734	4.83251135455765e-05	0.00199171739610168	0.0028502957569354	35.6590842815756	0.437247493934085	fixed	DLPC_CMC	0.00296873226142917	chr2:72.9-74.1Mb	chr2:72.9-74.1Mb	chr2:72943389-74072046	TRUE	FALSE	8.424e-08	0.426767416429479	0.66954874135067	TRUE
heritable	chr2	73872046	73872046	73912703	ENSG00000163016	ALMS1P	0.337954801201862	0.279484972498103	0.0366714787448877	0.00880251948994278	4.16602073835636	3.09962517585041e-05	0.00142488089850082	0.00203911056211302	47.9726123986615	0.0708338355013726	fixed	DLPC_CMC	0.00209603368944282	chr2:72.9-74.1Mb	chr2:72.9-74.1Mb	chr2:72943389-74072046	TRUE	FALSE	8.424e-08	0.317675890754147	0.750730800974151	TRUE
heritable	chr2	119981384	119981384	120023228	ENSG00000115107	STEAP3	0.140755878068393	0.0456617337944725	0.0272527391001345	0.00889019846116453	3.06548152093386	0.00217319806325796	0.0326342409017542	0.0467020263794135	22.8440877749179	0.943411446453263	fixed	DLPC_CMC	0.0478210452510026	chr2:119.8-120.2Mb	chr2:119.8-120.2Mb	chr2:119781384-120181384	FALSE	FALSE	0.0009315	-1.35381131153375	0.175796583939052	FALSE
heritable	chr2	160761259	160628362	160761260	ENSG00000054219	LY75	0.161413010417694	0.0230474113674197	-0.0283881783283538	0.00891572313743836	-3.18405785944023	0.00145225981059259	0.0250668217150757	0.035872486585787	27.2229131118654	0.823194678340032	fixed	DLPC_CMC	0.0366078562208155	chr2:160.6-161Mb	chr2:160.3-161Mb	chr2:160271807-160961259	TRUE	FALSE	1.611e-05	-1.24549259969538	0.212950734068435	TRUE
not_heritable	chr2	172629992	172629992	172632354	ENSG00000228389	AC068039.4	0.0988641481108921	0.061387085586974	0.0306132471353674	0.00886750925845757	3.4522937888302	0.000555842159036281	0.0125203638094638	0.0179175719965345	27.9689290305092	0.794781945439383	fixed	DLPC_CMC	0.0183093725171632	chr2:172.4-173.1Mb	chr2:172.3-173.1Mb	chr2:172343919-173064765	TRUE	FALSE	1.874e-06	0.102061666164101	0.918707728045283	TRUE
not_heritable	chr2	172864765	172640880	172864766	ENSG00000115840	SLC25A12	0.101342552906319	0.0329807788267429	0.0321832076591977	0.00889316951916918	3.61886812005854	0.00029589437207465	0.00761717821676096	0.0109007486672301	38.0514406201931	0.332197100314695	fixed	DLPC_CMC	0.0114957746927874	chr2:172.4-173.1Mb	chr2:172.3-173.1Mb	chr2:172343919-173064765	TRUE	FALSE	1.874e-06	-0.64625865353562	0.518111859898841	FALSE
heritable	chr2	179695528	179390716	179695529	ENSG00000155657	TTN	0.324288563028711	0.225229259168972	-0.0272687903955489	0.00871467281855612	-3.12906645645784	0.00175362642028718	0.0276227242091099	0.0395301731873827	42.2969676818974	0.184996633443382	fixed	DLPC_CMC	0.0410949902970936	chr2:179.5-179.9Mb	chr2:179.5-179.9Mb	chr2:179495528-179895528	FALSE	FALSE	0.00835	-0.420026659347455	0.67446597847653	TRUE
heritable	chr2	198299814	198254508	198299815	ENSG00000115524	SF3B1	0.0803776129566222	0.015208873134936	0.0512795259477887	0.0088840650249201	5.77207908811428	7.82993475693212e-09	1.2163417278713e-06	1.74067549579108e-06	29.7854580467107	0.717825580279785	fixed	DLPC_CMC	1.41075455358792e-06	chr2:198.1-198.5Mb	chr2:198.1-198.8Mb	chr2:198099814-198770087	TRUE	TRUE	1.478e-11	-0.577355800900488	0.563699125568545	FALSE
not_heritable	chr2	200715895	200625267	200715896	ENSG00000226124	FTCDNL1	0.199621022163009	0.137409263056154	-0.0559092905285084	0.00883315425315085	-6.32948196376908	2.4598564341688e-10	6.15648344971445e-08	8.81038579504791e-08	34.0433946605667	0.514129345214695	fixed	DLPC_CMC	6.11456535478662e-08	chr2:200.5-201Mb	chr2:200.5-201.4Mb	chr2:200515895-201370604	TRUE	TRUE	1.779e-14	-1.31848500991129	0.18734133981986	TRUE
heritable	chr2	200820458	200794698	200820459	ENSG00000162971	TYW5	0.171302615516712	0.10254952793889	-0.0527315646045465	0.00884396661770174	-5.9624337001681	2.48508495429259e-09	4.86753255075046e-07	6.96580117405405e-07	22.9442565941452	0.941574422363578	fixed	DLPC_CMC	4.86967815203933e-07	chr2:200.5-201Mb	chr2:200.5-201.4Mb	chr2:200515895-201370604	TRUE	TRUE	1.779e-14	-0.0598675024592946	0.952261162732241	TRUE
heritable	chr2	200820040	200820040	200873263	ENSG00000162972	C2orf47	0.0340457228467056	0.0234370890119923	-0.0666933502549054	0.00877773285615531	-7.59801549532659	3.00706332888509e-14	1.693355130754e-11	2.42331716016527e-11	30.9818759078549	0.662538242270716	fixed	DLPC_CMC	2.12441110861182e-11	chr2:200.5-201Mb	chr2:200.5-201.4Mb	chr2:200515895-201370604	TRUE	TRUE	1.779e-14	-1.27741935836813	0.201454233949011	TRUE
heritable	chr2	208394461	208394461	208468155	ENSG00000118260	CREB1	0.0936334545661165	0.0274833630663465	-0.0310396343495533	0.00887506375333812	-3.49739846520861	0.00046981951664206	0.0111396850754288	0.0159417180199545	42.0660688831579	0.19156812826184	fixed	DLPC_CMC	0.016211792729785	chr2:208.2-208.7Mb	chr2:208.2-208.7Mb	chr2:208194461-208690651	TRUE	FALSE	5.751e-07	0.137980933794542	0.890255486031046	FALSE
